ALJARAFE_O3_AT_IN,ALJARAFE_PM10_AT_IN,ALJARAFE_NO2_AT_IN,ALJARAFE_TMP_Media_AT_IN,ALJARAFE_VV_AT_IN
93.094,51.4461,8.43418,42.8363,6.13904
63.3924,55.2298,43.7481,26.2515,10.2451
137.816,15.979,7.1995,29.7173,5.81275
69.3492,66.8023,40.567,17.3493,25.7789
114.462,24.7529,8.94743,27.1544,-8.11249
79.5586,33.2152,21.2252,34.0758,14.6604
110.333,5.27818,6.92649,28.2169,3.09183
65.3692,109.62,19.9999,23.6547,11.2141
76.6526,60.4692,8.26729,20.2626,8.53885
51.674,33.7867,19.1792,25.4969,5.59556
30.2004,40.6023,55.2241,17.9327,6.88598
37.5166,91.4014,29.4121,19.1552,2.54441
28.5309,24.7323,25.8514,17.4093,14.3004
100.531,1.95196,16.0874,22.9567,8.74654
156.933,25.2501,2.23879,46.3311,30.9764
45.0289,31.6274,14.7223,24.1454,0.536596
52.5969,19.2004,26.1483,10.6509,7.88505
73.7989,41.6552,7.02563,30.872,16.1208
27.5051,44.56,31.733,21.1524,24.4808
41.5108,18.954,22.9882,16.2752,4.15499
15.835,25.5222,47.2308,11.7749,5.98398
22.0269,13.9892,5.9691,7.9224,0.835038
27.884,11.4374,10.4815,9.89159,9.61971
61.6997,7.0408,10.9877,9.68449,4.1013
56.3963,71.5435,16.4333,5.66099,4.48506
11.5744,51.1216,42.7762,12.3156,-0.388034
56.4561,2.25625,2.82176,6.81363,12.4727
77.2213,17.2103,22.3694,28.6237,14.7659
52.4979,39.4093,14.3466,27.1554,29.0182
71.6317,7.49131,14.1266,26.6631,20.5359
84.8891,94.7496,6.72419,38.6726,10.7998
39.987,6.455,26.547,22.2128,4.89386
59.0424,22.8121,24.4199,29.3148,10.0912
71.0892,32.3504,6.38737,28.289,26.4937
28.6826,78.0813,40.1511,20.5342,3.85132
6.47309,55.4136,43.4054,15.1673,0.935533
26.4563,69.5423,42.3831,13.9951,6.81997
30.4698,37.1047,33.4205,21.1385,9.19023
61.7125,13.9224,22.1587,17.4859,10.3593
12.4752,49.3959,20.5745,16.3915,2.50829
105.423,21.318,20.3507,21.5473,14.3966
130.481,28.4519,-1.24852,32.3645,13.4485
35.72,14.6869,7.17829,16.4181,4.28605
103.235,19.7512,35.5317,17.3476,17.0411
67.174,30.0284,15.7622,18.9009,8.00403
1.10337,107.855,56.9298,19.4552,8.80253
27.1403,44.2506,55.5443,14.0953,4.29805
5.39661,10.9667,30.9164,4.78081,2.79166
64.4939,40.0688,12.1767,28.5651,13.4876
11.9818,63.4889,20.0429,14.3197,8.27147
11.4296,10.4479,37.2624,4.8331,5.46701
54.6982,27.4913,22.2816,17.2077,13.6165
54.4321,7.94308,8.70201,11.4289,12.0395
55.3144,23.521,12.6794,20.3259,6.37995
48.0043,38.4563,36.3087,26.5575,10.7348
99.5126,55.822,12.0804,33.0607,29.7794
21.7089,72.5198,20.0845,14.3571,1.84033
59.1903,14.3631,34.9278,23.8128,6.38749
19.404,52.9829,12.1634,12.9609,5.53025
20.5623,51.6565,33.8766,18.5008,7.96193
65.995,58.5548,14.3106,32.7389,20.4589
112.318,64.868,0.908088,34.0111,5.58653
78.613,8.46048,10.477,29.635,5.03749
42.4524,52.4033,10.7009,20.0283,8.36216
29.9933,84.3288,36.2202,16.2713,1.01093
36.0034,6.3816,10.9572,15.2857,2.48554
86.1544,17.3161,43.5922,33.9262,-1.59265
43.1168,31.9369,16.3757,10.2839,8.20847
57.06,29.1843,14.858,13.7097,14.8647
166.643,17.5846,-0.867909,29.5269,30.3193
25.6293,14.0407,24.3787,19.899,-3.1269
32.0267,32.987,17.4033,13.8546,1.72181
39.0528,15.3203,9.91528,24.3226,13.4651
51.6018,49.7276,23.4887,13.7491,7.61813
85.109,71.4352,35.7081,23.5767,11.8535
72.4155,100.554,14.638,23.1705,3.62415
94.155,31.4308,8.85625,6.65938,15.9552
50.6487,92.8279,13.077,9.46757,21.3755
37.8365,77.1592,62.6049,22.9013,1.22533
53.3139,27.5559,8.86555,15.0521,29.9335
70.1316,12.1708,20.8134,25.452,5.95745
60.18,83.3679,37.9363,15.8355,20.1421
26.8209,57.9283,25.1729,8.76995,6.19148
71.0883,7.35689,11.5669,12.5232,7.70263
97.4884,29.144,14.4165,36.0633,7.77844
33.4218,5.76878,26.9664,20.7345,7.86491
103.297,3.27384,-0.540113,17.5111,2.40067
25.5247,7.54242,42.0158,25.6965,5.64704
126.948,23.5297,11.4827,27.3652,4.08287
86.2077,36.1528,15.3401,29.5331,2.7759
99.9359,12.7576,1.26316,23.6386,11.0557
86.9144,14.5367,9.92856,22.6717,31.8991
85.1187,60.6477,22.6825,33.2198,3.6613
47.702,21.5403,17.7949,19.9853,1.89458
16.7844,20.0401,32.7594,8.82029,21.9324
43.9983,10.1951,35.7406,10.162,9.30607
99.0117,23.1145,8.88161,27.6498,2.95454
85.3646,63.4021,17.8755,23.6229,6.18592
114.622,16.7917,8.7003,18.2215,2.79352
55.5446,26.9378,3.99772,17.1678,14.3181
14.3644,43.6706,36.9321,10.686,10.2243
92.0522,52.8216,29.4504,33.2952,36.0541
30.2807,54.3863,35.1287,9.65297,2.72173
58.3358,45.3534,18.6312,23.5197,8.81615
-3.15493,4.335,45.5284,6.37023,-0.554292
38.6313,25.6088,17.9142,15.8255,11.7398
99.5066,8.03461,4.76121,17.3439,0.348157
80.7283,28.3225,3.75299,21.8977,8.83316
75.5147,62.0616,10.9652,25.8059,2.24818
95.1263,26.1354,7.03091,24.1509,41.7858
67.5655,41.6004,7.0836,21.1468,11.5385
19.6084,34.5472,25.7304,10.6991,2.72484
29.9036,47.3105,23.0289,8.90342,-0.212496
55.0429,19.7719,10.681,20.7806,2.2054
25.2252,19.0221,55.0693,14.3506,5.58996
75.4314,42.3177,4.94915,10.9159,1.71945
61.7887,15.2756,8.20473,29.6969,11.8395
43.38,28.573,34.6174,8.63223,16.82
48.7937,55.1396,15.4388,13.7621,22.3025
90.1556,40.2543,8.90962,27.5464,35.0564
102.294,42.8436,9.69984,23.7699,35.7159
34.5018,14.3862,13.7863,5.65764,7.39993
28.9722,20.4494,16.5595,10.5227,13.2615
38.6101,35.0747,9.9419,4.95197,-2.78109
34.2652,38.2084,37.1699,4.85295,11.1968
81.0493,53.1623,3.41379,23.9461,3.40281
45.9256,19.4265,18.541,23.977,7.04391
53.9501,13.1391,11.25,11.1311,4.82452
50.177,28.3194,18.1575,17.9719,8.4221
83.6063,13.3166,8.20798,21.6775,1.05024
28.3577,46.4506,25.0382,16.7646,-3.4178
22.1985,56.7227,26.6037,11.3587,10.9666
88.7661,46.5728,17.5366,24.78,-0.954832
37.3856,89.4414,35.5728,9.82617,3.64486
99.9083,8.11664,-1.64292,20.508,14.6969
63.5508,91.971,31.5928,28.0311,24.4342
143.15,14.7581,17.3328,35.2213,2.46346
26.3656,4.60276,32.6,20.0148,19.6876
44.8662,25.7934,29.4777,12.4632,14.3233
91.2313,4.48179,3.47939,12.061,10.8798
30.1585,43.7473,16.3053,26.6451,3.12695
103.148,36.1514,30.936,41.2214,15.4133
55.9553,9.41462,19.4348,21.1073,32.5606
43.5013,10.1696,20.1991,9.29868,-3.66596
45.4699,54.4442,56.6007,10.5883,14.3332
105.705,53.804,2.7756,37.3678,7.86126
65.4387,27.2541,32.4529,24.3324,1.7422
81.9385,19.4359,19.9434,33.6561,8.9011
46.6911,10.3004,21.2807,20.1174,7.72054
25.2693,22.6491,20.5917,13.9229,14.3508
36.348,62.8359,31.7085,23.7199,0.125695
79.5782,34.7952,23.5393,20.4167,1.06069
91.9675,76.8393,10.3476,27.5559,32.0581
92.5046,35.5348,1.12845,27.6536,12.9587
50.8838,53.1323,7.79749,22.8735,14.8994
65.6301,64.898,35.3828,23.666,14.5696
62.1109,37.7229,32.9031,30.3975,0.193644
61.4035,21.8297,20.1467,25.1485,3.16474
85.2791,107.634,26.9885,31.8988,22.4257
43.832,79.8963,28.95,22.0247,0.438777
84.5359,17.3912,26.329,14.9946,6.35416
22.3283,33.5066,5.67677,13.2308,23.4934
69.8743,18.8589,24.4993,23.2674,6.48132
77.5752,32.3651,10.2013,26.5451,11.3805
74.6844,13.8539,15.5756,13.0129,11.33
51.4441,72.5077,14.5007,20.8118,5.94202
13.7276,53.409,89.7101,4.34607,4.69428
92.4191,20.5231,16.2448,26.3692,10.0179
26.161,26.1873,52.9481,15.9327,2.75614
12.0256,11.5657,13.7362,8.33256,1.82177
54.5747,39.5121,7.00721,23.0804,3.55975
89.638,35.9475,10.6581,24.7399,11.0678
90.8982,1.80941,5.97057,3.5488,1.84397
121.527,11.7797,3.94435,27.0008,11.6285
13.1716,29.7311,40.6109,18.2935,0.0231154
86.1628,34.4118,29.5,26.4052,28.5644
45.4504,28.8349,17.779,19.1847,6.44624
132.021,19.3437,2.19809,19.3435,6.32549
79.6832,24.9909,20.2795,19.2797,25.0642
40.9293,93.4464,35.7923,31.8,1.36532
89.7761,17.6992,3.14536,16.3046,12.9098
20.7322,40.611,37.1217,22.5279,7.84155
42.5103,9.35955,6.03116,1.90864,3.50796
75.1073,21.714,6.1531,17.0763,5.4794
23.1136,17.0799,31.7118,15.4342,-2.3298
43.0171,7.10463,11.3086,12.2096,2.68268
35.4326,77.3795,24.0958,21.5103,20.3765
64.3106,45.3526,11.882,13.3364,22.2555
34.8925,29.8223,15.5438,35.176,9.58271
80.6102,19.8493,5.58324,32.6357,10.7988
71.4284,63.1532,40.7544,22.8749,10.968
27.3294,29.3273,14.3766,10.4692,0.456586
48.708,14.9559,10.4274,11.3668,10.9191
48.9002,73.5249,14.6346,7.07627,6.29611
60.0242,22.6943,15.5014,19.0047,13.5506
62.7,17.9286,5.65434,18.7482,27.4473
91.4848,52.7315,5.68683,20.736,10.9376
125.617,85.8113,8.55956,32.2561,19.9381
56.0934,6.65635,17.3221,15.1598,3.68983
12.863,61.1299,20.323,19.5899,0.239285
79.1903,26.0636,18.4438,15.4708,15.7477
40.506,27.016,13.639,12.1524,19.6772
21.9507,13.5498,48.6641,11.9516,8.10864
113.549,21.1542,5.58938,17.2427,11.3426
30.2255,104.604,18.1358,11.8394,30.5001
50.8155,53.1908,13.6725,15.6296,1.80623
56.8872,46.8891,58.9447,27.7956,6.59933
72.8562,9.68777,11.8822,18.1408,6.66667
52.0437,6.28911,19.561,18.162,7.50155
52.7718,18.0591,47.6287,15.675,7.34565
32.0266,52.2189,35.6377,19.2394,10.7305
97.5025,119.383,27.75,40.1616,18.4263
38.4621,13.8845,19.1042,4.48218,3.68806
90.1944,39.0266,4.35472,19.716,1.58505
137.226,94.7736,2.67146,40.3745,20.5199
51.4256,68.1392,21.678,26.0637,14.974
31.6261,27.3706,13.8772,14.1874,10.8302
54.4723,50.709,25.1569,20.6201,10.4807
130.626,8.83999,0.230616,23.1837,-5.17631
48.3506,10.4161,3.9395,32.0051,14.1316
79.6917,28.7897,26.6134,24.8606,17.1593
55.7934,29.1765,13.1349,15.3887,3.49627
55.1576,16.6592,21.2623,15.1576,6.41068
76.6019,27.4178,10.8898,33.5636,8.24959
62.6674,26.7487,1.18053,23.6703,3.77027
78.9705,12.3381,10.8745,23.8716,3.50225
29.5077,13.1035,45.6091,13.3527,2.46721
82.9441,13.4494,13.1711,20.8156,1.79471
40.276,23.7066,10.2398,28.6059,6.9061
15.9838,22.7458,19.2811,21.07,3.83755
24.9356,33.2186,29.4675,11.4544,2.78168
17.6043,40.2455,44.664,23.9366,9.04438
109.876,28.9993,11.235,27.392,15.9412
51.4578,7.40506,4.96498,17.0639,2.9348
50.2596,14.3922,24.4895,18.6024,8.05161
95.3419,22.9329,13.0647,21.2593,7.94894
53.0892,4.95745,6.96684,5.60081,0.226991
99.1346,13.215,16.6962,24.7749,16.1138
92.8069,19.7839,19.5531,35.8209,9.2305
74.715,22.1572,14.5831,18.5403,-3.33042
93.9639,61.4648,67.4996,17.8708,4.43321
12.5945,8.95886,74.4413,9.96974,7.26656
51.6543,35.8384,12.9869,18.8699,7.83938
65.6144,36.4205,17.6914,18.9341,10.5576
75.8838,31.4856,14.269,28.2963,5.60876
79.2784,23.0701,9.24548,33.0685,6.88731
45.4997,37.6416,12.721,27.4002,25.5258
65.741,16.3728,53.8833,28.4366,3.11373
47.4504,63.9825,35.482,13.9007,14.7872
86.6972,13.4745,18.7379,19.1247,16.9001
65.5874,59.2562,22.4556,29.7807,21.7871
22.5971,33.7021,18.7673,7.7492,8.00793
128.623,52.1796,5.71338,19.9485,25.5359
55.5475,22.3157,7.04378,16.7865,9.08599
23.5805,16.6677,46.3293,20.4403,13.4022
90.432,10.4873,-2.18505,10.2934,3.82938
63.4911,21.8087,35.3071,23.8586,12.1522
72.7884,74.3454,9.02754,28.5816,20.1041
48.5421,19.717,12.7651,17.4561,11.3088
54.2646,32.8736,27.9295,18.815,10.3433
83.7995,18.1983,11.9307,14.3717,20.1482
110.396,14.2832,8.5885,16.0009,2.15397
46.8241,75.5873,53.0856,22.5847,7.08527
88.4854,13.9146,4.55102,21.872,4.62617
95.5133,64.1294,29.2295,37.9551,9.02363
45.8281,34.2705,30.3468,15.974,17.4872
21.9642,86.0446,81.7124,25.4232,3.68974
23.8277,13.6177,34.7313,20.5875,5.70999
127.871,33.5611,7.59977,25.971,4.86301
96.3076,25.9337,2.06771,13.0984,8.51158
88.2234,14.6428,0.198721,9.22251,1.97017
50.7782,4.07925,19.3448,17.2539,15.3604
101.118,101.223,13.9269,35.6983,8.73201
48.7441,103.069,14.6566,8.06849,11.52
46.6515,19.9277,13.3518,12.9829,6.10535
93.3521,41.3656,30.6688,33.5855,36.0235
50.4904,31.2209,-0.268753,24.6398,7.29247
37.4222,47.9619,20.2982,10.5252,31.0345
7.38621,8.84596,19.0401,3.40561,5.62448
43.131,17.5956,42.9374,18.2817,26.3852
91.1496,37.8226,15.5903,24.1604,9.93235
17.4493,22.1424,61.1873,28.1769,11.5863
46.5562,8.90196,-0.0749984,24.1664,9.30498
77.6477,47.4572,33.4982,22.3452,16.109
32.8175,61.9022,19.0591,24.5608,10.5285
70.2373,6.36813,6.88474,16.9095,16.9059
66.9341,16.2369,-0.328296,24.389,7.1862
88.8608,3.01047,4.70437,16.9375,10.3446
47.6786,13.8168,9.90946,9.77244,7.84365
42.8837,36.3876,27.543,19.9775,13.5192
53.6866,12.837,40.3721,16.6347,16.7254
103.7,39.2915,11.0152,32.5585,3.68278
57.4364,25.7952,4.24612,24.6057,30.1739
87.4984,35.6867,17.9478,39.734,16.6924
85.4482,58.4433,19.876,25.7119,4.14804
60.7099,29.6893,48.7795,12.732,1.5442
109.796,28.4804,8.39197,37.2857,20.3471
41.6217,23.8189,10.463,6.35925,5.22604
78.5753,23.9497,7.34244,22.9069,0.632934
6.59033,78.3375,64.6037,9.5661,0.688112
58.9604,32.2107,22.8694,27.1272,12.8056
91.8114,41.3494,23.8337,31.9006,11.2125
29.4766,35.046,32.1045,12.1801,10.4488
79.5476,12.4734,12.8745,26.8248,4.64799
40.4003,58.9887,16.9198,18.8722,8.17554
33.3931,26.1565,53.2247,19.129,21.0146
65.2772,25.838,15.9186,30.3795,4.168
40.2143,14.3272,3.39743,15.2762,-2.51285
95.5675,49.3285,19.0824,17.9299,3.87358
30.4921,66.6078,24.7541,8.72835,5.60254
29.7335,28.5538,7.45084,24.8471,6.28173
68.8862,27.7768,17.2558,39.0148,5.50259
68.6977,31.9155,17.4822,13.8201,13.1448
63.3966,16.9622,18.7845,12.881,5.50275
166.693,52.561,-3.94484,25.7593,8.22706
81.5725,8.65802,2.51306,23.5292,4.8903
74.2603,24.7877,24.0286,26.2031,13.0644
86.2722,19.9783,4.99868,21.68,13.9462
75.3422,47.5268,13.4525,46.3216,1.26067
17.9632,28.9132,17.223,12.0488,-2.25791
74.794,21.604,7.03101,17.0841,5.57463
55.4321,22.1448,32.8109,28.0641,1.32971
35.5111,24.7043,37.2055,15.5383,7.21837
70.3392,35.5767,8.22162,18.4764,9.92306
85.4894,10.9956,11.1585,21.3145,8.32786
69.3301,32.6229,7.56331,13.8428,6.23664
30.0301,5.29346,16.6697,12.5673,7.7767
48.0744,22.0309,37.2713,24.32,15.9544
71.7606,28.3172,22.177,21.3036,7.29343
50.6018,4.82961,18.3599,16.8922,6.47362
52.8989,16.6878,14.014,16.6271,-0.643863
55.8381,56.8256,42.9528,21.7795,2.20485
26.0549,19.8589,18.5915,7.82006,11.3023
66.7296,23.6946,5.70417,19.3524,4.78895
56.0678,25.1421,6.30869,20.0151,2.08397
126.021,70.1992,7.38803,36.2785,32.148
97.5259,21.585,8.95414,24.4172,34.5779
85.0393,72.8427,-2.99769,30.601,0.0422668
49.8596,18.1122,18.4233,12.4923,6.57659
37.4558,28.8951,19.148,25.5303,0.302364
132.666,39.4054,11.0068,42.2011,15.0711
111.727,28.579,7.3797,26.5112,31.9951
2.00367,10.2611,43.494,9.28131,0.147263
59.8459,52.7267,18.5431,20.0734,24.3691
67.0274,4.75358,10.6635,23.2098,0.816284
49.6522,31.3139,33.8623,24.4395,23.0207
13.7839,33.6883,21.6583,4.66619,6.8327
74.2458,49.2434,3.75683,29.2122,10.866
64.7717,49.7115,18.0107,24.562,3.83243
65.9401,30.1628,13.6722,36.2721,6.12471
93.8324,46.1539,9.58001,37.1241,0.559291
35.1137,15.8671,35.0022,12.934,4.62427
62.5978,26.5857,21.1188,29.0563,12.5065
82.1095,59.0699,12.3823,23.9731,2.32571
43.8761,24.9475,25.7877,27.6916,21.2771
140.973,77.4832,1.84825,29.7979,13.8064
32.4559,56.2102,26.1283,21.4382,2.54597
54.4276,43.1395,23.9801,29.2888,25.0659
53.0846,55.8273,19.1155,10.0063,3.82985
57.0233,47.326,26.4061,16.922,13.4783
95.372,41.4226,10.4384,25.9105,6.22971
97.01,55.1235,14.3958,32.283,46.4494
56.9252,43.9562,28.8076,9.68767,12.6891
90.7781,46.5428,7.21135,29.4552,10.9181
72.0661,27.8614,18.8634,32.7795,0.963759
111.397,46.4429,10.2771,22.8459,19.8856
85.8372,28.7304,18.1798,23.866,3.81487
46.735,19.8055,18.7101,23.4317,5.57907
37.1359,60.4558,69.6692,9.71909,0.416303
131.25,20.5944,5.50117,26.439,8.52137
20.967,44.1178,39.5801,20.5453,1.86676
20.5323,37.3885,47.1161,20.1074,12.4224
111.34,24.658,22.3012,39.8359,9.87606
34.5118,39.1712,8.84124,14.3615,3.00776
39.1728,45.9169,17.6216,27.9293,9.36319
77.7103,73.3963,17.0796,39.6067,17.9037
96.2157,46.9604,28.4246,33.4011,32.0047
72.8305,61.5022,27.5605,21.2957,18.6687
47.3916,36.2387,12.0113,8.01534,11.0719
100.039,31.3945,4.49377,15.9489,5.50293
51.2833,27.448,32.4532,14.6617,43.5484
57.4408,95.4091,45.838,21.7274,-1.13976
84.5154,88.847,20.9948,29.2602,12.781
137.432,11.0653,5.84108,16.4137,3.05549
96.0625,94.4567,32.7117,37.4621,7.16152
28.3734,175.289,33.3323,31.7265,0.884191
72.132,26.9047,10.6389,18.0657,-0.331272
102.017,10.5229,0.488417,19.6151,14.3882
48.4673,30.0942,20.3829,15.9209,-4.82623
73.3651,66.0052,49.5731,19.1083,10.125
20.5449,8.96733,28.0894,18.1267,17.986
32.8884,15.4717,20.2951,22.19,4.55497
44.1758,43.9402,14.4768,24.6416,3.86333
61.4836,38.4858,21.5117,17.6459,18.9948
59.3667,63.3105,2.22956,26.1566,29.7486
73.8845,8.78991,6.21135,8.74137,8.05688
61.1579,33.3678,28.6679,13.0657,15.0349
129.798,20.3854,13.3996,36.9155,4.89142
39.3124,10.4644,14.4371,6.90703,1.95629
25.1442,99.041,24.6451,13.5862,3.21163
57.1808,25.8555,31.9807,17.3911,9.91617
33.1028,3.91496,15.9189,13.7968,5.0114
37.5502,10.4416,30.1654,9.23199,2.45671
93.4703,16.6756,1.05004,9.16634,6.4223
59.3526,56.1359,8.80923,25.8248,7.20175
74.0191,21.8765,48.0721,14.4683,5.613
59.6069,11.8695,1.74269,13.8674,17.4038
48.2577,66.0085,15.007,32.5781,18.4301
51.8267,75.5342,18.8416,23.1805,14.3685
15.0448,16.6195,31.6578,8.93277,-1.97019
66.2609,19.3906,11.3267,17.0768,16.6835
30.6502,21.3699,26.0483,20.3844,7.42125
26.7777,26.4906,47.2208,13.213,9.10894
140.815,14.6933,7.69186,37.5881,8.87867
120.336,39.7123,2.10614,31.0453,2.55687
73.6121,20.6814,11.7277,25.8781,2.92983
61.1734,29.7942,19.8154,26.6586,7.24865
87.8029,24.8437,8.05197,18.0648,-1.82183
96.4542,11.405,13.7038,29.7837,13.8791
20.3065,20.6871,17.562,10.3368,7.24353
79.7217,46.3865,36.7345,14.2529,14.4057
32.9709,54.0585,26.1145,19.779,-1.8394
73.9158,35.3232,32.8738,22.08,12.7083
21.9207,25.4069,13.5283,9.44288,1.37516
28.6078,57.7542,28.9017,20.8911,1.18082
71.178,43.8642,16.3424,19.2617,6.64218
17.2139,44.7483,57.8813,9.48692,20.9173
106.101,9.3397,-5.76729,29.664,12.3719
130.653,48.9857,7.78697,24.2459,9.75352
87.1481,15.9897,8.05223,16.2304,1.11305
61.67,16.8057,4.00591,13.0375,8.54291
124.827,20.7664,6.05014,31.9001,15.2109
27.4889,16.0121,20.3454,7.13387,15.5855
35.2439,56.5427,28.3601,13.6209,9.86314
42.0223,14.6615,10.1397,12.3286,6.93512
49.8194,39.4447,20.3746,26.3356,-5.23452
60.751,47.7837,44.9494,29.4098,8.43981
49.6231,24.0803,33.6219,18.2927,2.33026
84.1528,54.4451,18.0573,28.7042,7.86861
60.2884,96.4789,36.8857,16.6541,15.7374
90.9956,52.6267,9.27457,28.0586,7.56571
-0.377512,41.152,65.5902,15.5845,-2.08774
84.6669,6.80757,7.96675,20.3294,10.6274
2.63547,24.2286,51.3044,3.65759,7.76194
36.1757,11.337,34.4648,2.8474,7.79789
77.978,118.106,13.583,34.3898,8.87098
112.46,12.9222,3.3615,26.3643,10.2303
63.9119,61.3273,15.9027,44.1338,18.8059
40.3735,68.078,31.8919,13.6686,14.2459
51.2322,37.1433,11.9705,22.2551,9.40218
50.909,21.0092,21.5938,24.1185,29.8694
15.1033,51.3931,43.4685,6.59625,10.2631
80.5427,8.19318,14.3068,17.7435,5.71226
59.6772,34.7519,23.0192,25.4772,33.7975
34.5423,29.0491,87.8831,15.1137,4.8391
56.5778,24.7824,9.8007,16.4009,8.25483
115.965,58.223,5.17474,24.9547,0.494284
63.4818,37.8238,24.1945,37.7636,13.6067
21.85,49.3149,36.104,11.5295,-1.52554
72.1079,1.69643,3.7621,13.5221,1.73389
38.3741,26.4419,22.2874,17.531,-0.413383
7.65855,39.8593,13.4618,5.85679,15.0615
99.7434,40.1146,1.43704,15.7025,4.20758
69.992,42.0963,21.9259,20.1673,8.67711
53.0837,29.4196,13.2684,14.7489,2.56077
32.7605,50.4785,4.94609,5.70063,5.39231
55.5583,11.4568,15.1666,20.0743,-2.78884
62.031,46.2953,44.1828,18.0986,5.29036
92.1935,17.7499,6.87865,37.2762,9.96329
118.323,49.4174,1.90726,9.88417,22.0859
94.5032,80.5364,26.7982,31.4846,5.70481
99.5056,15.4016,12.7927,14.0832,26.1959
102.225,25.3934,13.2299,31.3664,29.9616
64.9819,17.0258,16.6759,18.0506,4.24606
19.3341,13.6632,30.1565,19.969,5.57034
17.5902,13.9856,45.2263,10.1701,8.02137
84.7673,40.5354,23.342,24.7952,14.5145
35.4161,32.9904,40.6994,34.2266,17.3652
42.8175,66.3565,13.7034,22.4596,1.54691
8.049,24.0978,4.51028,4.24732,8.42304
55.5532,101.319,35.2485,18.1146,12.946
69.5549,64.3874,7.98007,26.6222,8.25913
111.981,33.96,7.62092,27.5769,18.1465
44.8302,11.1772,18.2887,17.0189,-1.22042
94.3486,13.98,3.75594,19.3699,10.2333
25.7374,19.2955,21.3415,16.8595,12.1782
115.449,105.351,19.2145,40.8959,26.605
30.2114,117.47,56.9642,20.878,5.72051
33.7,29.5492,22.1974,0.30651,4.35078
33.7642,54.043,28.8112,16.6752,2.13879
55.8264,18.1714,10.943,13.2344,9.34359
28.0967,40.7724,34.9164,16.236,4.27703
82.3208,15.2916,1.54254,15.5776,25.0073
50.1576,21.1854,20.102,23.1373,16.7307
74.2225,22.5473,17.6289,15.0563,13.3229
27.2262,47.2986,27.5458,13.3768,9.1078
25.5271,33.5714,33.9125,8.1127,4.7588
19.9197,25.3198,53.5256,9.76525,0.209695
144.808,16.5676,-1.98558,24.5741,5.4469
32.6124,46.133,47.9937,13.9087,6.42228
53.2338,76.9119,35.0018,20.0952,8.51088
56.6397,54.8768,16.7193,13.3568,9.86382
43.153,60.6601,25.3929,21.9499,8.0272
94.8404,4.42731,6.08906,20.2161,3.53152
53.6712,51.0933,28.4006,19.9906,6.14521
58.035,65.6131,13.5494,13.6969,1.98197
58.1537,24.233,11.5415,17.6777,11.0064
-0.0642461,8.09318,36.5,3.40857,0.680907
38.96,11.9053,40.7049,16.085,4.80624
33.1828,84.8792,43.3982,21.9955,14.9024
42.8705,60.4155,22.6114,21.1148,32.0967
35.2834,8.42241,15.5023,13.8434,-0.391481
89.279,7.19359,6.89046,15.7928,6.62584
17.5868,14.8942,27.3776,4.34184,4.05629
20.1524,17.4093,14.3985,9.31615,4.71335
16.4851,42.9044,78.9402,19.7062,6.93541
35.5924,8.97518,13.7728,17.5328,-6.34491
77.0688,15.0851,4.00152,12.6074,7.14902
11.515,22.737,34.2912,5.45706,8.08049
5.40248,28.6811,26.3384,2.2447,7.74053
95.0479,56.2276,2.50402,26.0032,15.7244
61.7161,6.13941,14.4931,16.0191,22.9279
80.8917,16.1125,16.3331,30.5213,11.9879
35.1748,30.4501,24.3729,17.9045,3.65617
10.9223,19.2993,19.7198,10.7617,14.4148
41.8433,17.2765,21.775,10.7084,2.83027
20.1739,36.9879,42.6353,7.74295,1.63356
43.1473,51.0987,12.9172,10.9776,1.01121
73.488,45.7753,20.5171,26.1824,7.57812
35.8503,52.148,45.8153,16.2344,3.82106
98.5868,23.9646,26.0712,18.8049,24.8743
62.3059,59.8689,21.5333,17.4026,16.6746
142.063,13.3888,12.6176,42.1578,16.4938
58.5061,49.9122,15.2684,23.1918,7.67629
40.3384,8.56212,32.4569,20.5228,2.49489
40.3309,30.6281,16.4768,8.19633,1.25738
89.406,28.6786,15.327,18.5087,-1.13136
46.0522,26.9457,6.17947,19.3911,2.82061
118.376,8.32851,-2.10039,15.7774,8.39345
105.33,15.9109,9.18182,29.8922,17.3824
37.0137,27.4053,41.3437,14.9091,6.02853
79.08,9.56346,8.19037,18.8846,26.2837
87.857,44.3343,27.5543,35.558,17.3406
41.6939,11.1023,26.2641,11.0192,-0.371171
39.3299,38.3023,40.5421,29.9005,7.48146
27.7745,22.3943,17.5024,17.9642,1.02643
127.55,61.3633,7.95515,36.8409,9.62019
81.0811,87.5104,32.6233,32.8997,4.43894
63.8561,64.9498,29.1709,15.0181,7.67844
47.3765,61.3353,28.3923,24.7343,-0.735096
64.0912,21.773,12.2395,30.587,12.5619
40.6206,50.6352,11.2397,30.7222,44.6173
101.033,28.9757,17.8296,38.3761,6.84178
14.7668,48.4842,20.666,13.7084,4.0384
70.2152,90.0863,20.4575,26.3947,16.1874
80.6567,37.98,-0.798679,36.3422,11.6655
36.8433,16.4973,14.749,7.94655,2.13873
43.3863,12.1785,9.72654,9.20873,2.43838
71.1554,132.334,60.3303,22.7956,10.5991
45.5155,9.45212,21.4866,12.6541,6.94906
40.0791,51.6979,21.3704,14.93,11.3502
82.1559,97.2882,15.7071,30.0576,8.89595
91.2735,37.6165,16.6607,15.8267,4.53432
89.6212,18.8515,5.51369,31.417,9.45373
39.569,49.4825,50.3609,12.5944,8.68406
