ALJARAFE-O3-AT_IN,ALJARAFE-PM10-AT_IN,ALJARAFE-NO2-AT_IN,ALJARAFE-TMP Media-AT_IN,ALJARAFE-VV-AT_IN
83.6006,29.5166,11.0889,18.5001,6.11311
50.7564,107.076,16.6795,30.1584,12.216
104.525,38.7983,7.20836,34.3251,18.5216
39.8941,51.5963,33.2973,17.5283,6.09128
34.9294,9.17266,29.794,21.8923,4.45185
56.0648,14.3784,11.8957,13.0535,2.24413
22.9101,52.1189,35.4711,13.0837,3.27995
73.0203,50.8238,9.09555,23.5508,6.25669
62.0756,14.2026,19.1066,15.4316,28.7259
12.0515,23.8241,14.7671,8.59081,7.47014
73.3142,25.2392,4.37498,20.5254,12.6207
38.2312,19.8631,14.6094,7.48853,5.29688
79.4824,17.8741,6.71753,22.9561,2.14702
40.4773,58.2119,60.6922,19.5475,17.6043
79.6845,14.1797,14.1597,14.384,2.60518
109.702,20.0365,19.4715,33.2568,33.4247
15.2822,33.5797,61.4843,17.8195,3.99784
55.5105,11.0216,6.33749,5.09411,3.48917
64.0161,17.2032,22.7835,14.9321,3.6637
32.6814,29.1845,27.6932,11.7756,3.88289
32.8125,11.1778,17.124,10.7946,0.390477
80.4235,32.9389,6.57497,27.8021,5.16115
142.496,32.2268,1.64654,39.5425,20.195
88.3935,32.8042,6.43417,28.8638,3.69303
39.463,31.3242,10.9556,17.3383,3.70178
37.4188,22.1312,25.827,12.0799,5.78713
78.0342,7.81487,12.6761,24.661,15.6956
66.4543,42.5348,4.44514,29.0267,9.18262
20.8899,17.9675,22.507,10.038,3.43529
67.0139,19.3783,14.7785,25.046,10.0263
124.505,7.25972,1.63644,25.2871,2.80934
72.9489,16.6367,29.9506,26.2389,5.30368
105.751,33.7977,5.70765,30.997,8.62187
35.3162,27.1589,17.4224,21.2894,7.52558
21.4991,17.7652,59.0649,19.1491,7.81745
65.6184,47.9146,22.5503,31.3961,6.0735
74.795,18.3713,22.7478,17.1674,11.1733
47.1905,11.9192,19.4438,33.1049,19.7293
94.3168,53.2188,15.7654,33.261,1.46007
54.0156,19.2037,22.8117,22.4616,4.62981
131.075,119.67,11.3439,35.3903,8.08081
47.7723,64.0112,20.6813,19.5083,0.983645
18.2079,33.9618,77.2024,28.1047,6.05044
123.437,13.8658,4.0675,25.4723,4.96174
76.0332,20.357,14.1633,18.669,4.36602
63.3458,34.6239,21.1618,14.5451,14.4772
23.2639,65.81,41.9388,17.6258,2.17803
38.514,19.0997,13.8993,12.768,0.439108
40.8419,10.7883,38.3211,23.7251,2.79788
113.847,18.1344,11.4397,24.4088,7.90144
62.4993,41.225,9.75162,24.6133,22.3187
73.4884,37.414,25.6703,30.8755,9.3452
9.18863,62.2468,106.919,15.6864,0.653907
24.1072,26.5854,32.2657,12.7187,1.46234
59.067,38.4586,11.1794,20.0664,4.56856
15.236,41.8217,48.1067,19.2567,7.87549
88.6643,60.9483,34.0729,28.242,12.79
76.5725,42.788,18.5348,23.6215,7.98899
37.097,16.8594,61.793,13.9899,5.54702
65.0565,13.7104,25.6256,25.7492,14.613
71.8991,39.4362,7.52784,18.8634,35.3394
59.7698,25.2812,18.9879,17.936,9.59041
56.5256,7.31959,8.4148,15.9525,8.70265
117.309,21.2792,17.0889,31.8691,7.01137
123.127,23.8975,2.65001,33.9059,6.53812
45.8858,5.02372,12.1475,8.96814,5.54868
100.22,8.63679,5.9913,15.9424,10.9296
23.3536,29.9586,60.0677,11.106,7.08552
18.1816,24.8735,53.7901,21.1103,10.3494
69.8743,6.54131,16.2532,22.9698,4.00996
62.4875,44.318,16.8443,16.5448,16.2669
44.0084,74.2149,8.52966,14.3474,0.223973
48.5968,56.7406,4.85815,13.9004,3.12337
51.2774,27.0466,31.519,16.4233,5.93768
26.7622,114.252,13.9995,14.3331,0.906914
72.2803,25.0882,11.4373,25.9909,3.22896
37.4663,30.6742,18.9435,13.2578,0.582071
23.3146,63.1883,30.7472,10.7636,3.71706
39.7118,17.5303,29.3697,18.5304,0.109423
41.816,30.483,10.774,21.9901,12.2231
60.0533,24.4477,29.306,21.7906,7.82294
5.08929,30.1904,72.6983,7.64851,10.8084
118.383,36.0982,11.6531,26.2101,16.1039
101.065,97.857,17.5042,27.7141,1.0751
49.741,10.2629,13.2026,12.9642,4.23818
39.5676,40.0696,22.1764,17.2598,2.79065
33.9681,23.7149,29.2785,13.5033,7.39101
62.2925,40.1129,17.2037,17.6372,8.64905
67.1432,38.0567,5.51083,17.3389,5.3933
120.048,19.5171,4.18267,29.0378,16.0229
42.3789,41.1479,19.879,15.9423,5.17602
61.2018,40.7906,15.5916,35.5904,6.03632
69.0136,47.9716,8.0274,25.6998,6.31352
66.7811,14.017,3.90787,14.2624,11.2876
95.5297,49.256,13.3885,24.3845,7.03502
91.7492,78.6785,25.6222,28.3286,3.77064
76.5138,49.1553,31.3816,24.8848,17.5478
17.1851,72.5464,25.9117,15.2794,3.7316
37.8649,24.0688,21.4537,5.7568,10.2573
49.5493,26.8734,14.5002,11.2345,7.16225
32.5258,41.7483,46.1969,19.0974,11.1025
62.5806,30.3507,33.3189,19.19,5.78118
26.4419,27.0371,23.7974,18.8053,21.0794
42.1478,8.5824,7.2856,9.82287,6.21707
93.0471,37.821,12.0603,26.2845,5.11018
50.8817,12.6404,12.3937,26.1802,2.82614
50.1136,68.6197,11.1644,7.74996,25.7133
45.2168,11.489,8.34403,9.89936,5.46033
52.665,55.2087,16.1118,19.7739,5.66192
37.0548,18.5001,14.5971,22.6082,1.11454
46.1295,9.26576,28.4713,21.6643,5.12202
79.3182,29.2715,21.9127,17.7169,23.271
69.4421,66.8976,55.4751,21.3098,9.10729
65.3901,37.6505,13.0469,23.9095,4.81376
99.5065,17.6703,4.51277,28.2272,2.36158
48.1886,32.1043,19.3125,24.1315,2.53246
16.2658,14.868,43.627,10.1633,2.07125
55.3185,13.0406,11.3207,13.1929,4.44112
40.028,23.8716,36.4166,18.7063,1.90206
56.0403,19.7031,21.3844,26.7733,11.7944
52.2582,6.58898,15.7225,14.4612,8.3861
1.468,34.6428,92.1944,3.12681,0.75004
83.9905,53.841,10.8057,23.2388,5.92211
44.9469,11.2998,7.81614,8.81429,7.56468
41.2002,14.4467,16.4,16.8175,5.94281
33.2475,92.6165,53.9165,20.936,23.8489
60.9126,7.11756,11.2028,30.1581,6.40831
93.229,64.7636,6.08772,23.7623,7.00871
44.0765,43.5723,31.4934,17.4673,1.20155
78.05,25.3453,7.57466,14.2334,22.0581
72.3078,91.9122,23.7955,39.6657,14.2085
39.4871,38.3221,7.24473,11.0277,3.33438
57.0885,5.25218,31.226,12.9147,9.88601
142.456,28.9412,5.40442,37.4642,16.0799
96.8632,39.221,18.9945,31.3982,5.89374
42.0971,103.702,37.7951,26.9388,2.66106
108.121,16.2793,4.20659,18.2882,2.18834
62.8811,74.152,17.2897,30.3271,0.388763
53.4089,46.8438,15.5451,18.5706,16.9203
61.1085,13.3055,26.7941,17.104,9.93279
37.9432,30.2529,21.6053,12.0043,17.0802
89.5384,17.172,15.8432,21.0901,24.4316
25.3709,23.1114,31.043,16.7152,3.68881
78.7052,14.9111,7.61352,19.5884,5.85547
38.1276,76.611,32.5141,15.4284,12.0972
47.5335,63.5039,25.5544,16.9405,3.17932
81.3218,8.18002,18.331,17.3027,8.61342
40.9647,41.9139,16.8593,18.1072,8.04105
70.995,19.1805,2.06466,19.4538,9.40808
56.0929,50.996,29.0629,18.3897,8.57016
97.8513,5.00728,2.89508,23.1986,2.64592
81.9237,44.2874,15.4852,19.096,19.0428
89.7887,66.1437,28.4899,29.6933,1.0048
73.568,8.85756,15.8224,20.3399,11.2504
72.498,62.1726,26.3388,28.9101,3.05851
121.435,7.72396,4.12448,28.4101,12.857
95.1785,76.478,12.8411,31.9811,3.78623
70.1775,53.879,13.4697,28.5356,3.38602
47.9965,84.3105,42.0428,23.0682,18.8882
78.6848,22.1273,5.94675,20.5332,8.13588
81.5559,29.5264,14.1575,15.1656,11.0214
30.9759,43.0972,29.1325,15.2707,5.99159
69.6125,27.7876,14.1153,24.5544,18.8661
55.9858,27.3968,27.4736,21.422,7.71765
42.5257,51.6623,12.4842,15.2408,5.60568
60.6814,5,2.85961,12.8186,6.93497
51.4622,19.3233,46.1227,17.592,4.37033
115.282,11.7735,1.85303,17.5436,21.4069
105.197,22.2841,1.93024,32.7998,6.26453
51.4501,43.1552,10.3889,14.4613,1.60074
87.4482,13.7104,21.0174,25.1304,5.69209
37.3208,6.54962,10.5768,16.0602,0.185739
20.0249,26.3522,34.0083,11.7616,4.7844
35.5548,34.2666,11.7101,17.3953,1.1549
42.4974,33.2251,44.0553,6.39251,13.8112
29.3174,22.9407,35.94,13.1589,2.28161
7.3264,20.2631,20.482,9.79025,5.80408
69.6156,16.693,25.3127,7.44264,11.3969
27.5384,25.3456,10.9786,6.39996,3.10593
9.18587,34.769,67.7165,21.4267,8.29492
64.523,9.56069,13.7864,17.2321,0.594474
60.6671,69.5961,29.1485,16.0135,4.93022
129.843,14.1011,1.93156,33.4374,17.1493
89.6239,30.4595,3.97854,10.9368,6.38431
15.1333,46.3607,35.0604,10.9297,2.17701
68.46,9.58083,10.3923,28.1149,14.8639
9.22581,38.5459,53.8427,6.55704,3.81997
129.777,5.96002,1.58994,15.2559,10.1352
58.9085,110.355,18.9692,32.7431,9.51936
33.1571,20.9891,20.0918,14.6935,5.63338
71.1343,12.8945,11.507,27.9056,10.5767
67.3518,44.3614,19.7904,20.35,17.5854
87.9677,18.4822,12.9536,17.0801,8.49147
38.0212,107.055,41.3495,30.3733,4.09322
58.9107,167.064,32.0367,33.8479,1.52787
71.6723,53.728,14.6534,25.5096,6.89495
9.60754,31.9535,22.9703,4.73532,0.812394
52.2576,63.2149,21.1245,20.3403,9.72526
55.9498,11.0285,14.8879,22.8784,24.352
76.516,24.0755,29.2175,16.9668,13.4349
32.6101,57.1282,16.0531,25.4793,7.76641
19.7741,10.9989,24.3806,12.0502,2.58078
22.972,66.7099,36.3109,13.666,1.89986
86.27,38.9559,22.1426,38.5806,13.8878
69.9763,17.801,6.44784,16.2368,8.11277
79.0749,23.2911,21.261,26.7007,17.8233
49.9543,24.7544,13.8432,19.0912,18.8964
74.1409,19.1998,20.2162,19.4223,15.7116
74.281,64.3485,10.0893,25.7016,2.95387
32.508,81.0366,36.886,21.2915,12.8327
53.8408,23.0823,22.94,22.2456,16.4113
45.6677,26.9514,16.7342,13.5541,7.97125
80.2772,16.1766,4.23181,26.5273,4.43198
125.479,5.03953,0.866469,20.2728,6.10935
68.8345,11.1288,1.71777,16.6733,19.5697
46.5279,21.6682,16.9897,16.4832,4.83772
91.8617,67.0578,9.07249,24.3143,5.18439
70.1866,15.4024,9.84664,12.5191,28.233
152.719,37.9017,2.95548,28.5546,4.28659
48.3485,16.5693,26.6862,28.5967,7.5669
36.6812,24.957,52.998,15.1397,2.35115
62.2883,24.943,24.9622,15.1567,12.7043
104.911,14.3146,4.22458,18.3018,0.991457
78.0917,50.8057,29.4343,28.0368,6.66354
43.2991,73.0079,31.8226,20.7527,9.88503
58.0038,22.4705,11.137,13.75,3.49969
103.811,15.9843,3.27408,18.7218,22.0146
99.4485,15.0737,1.18434,24.2031,8.45891
45.5102,13.458,4.66893,13.5229,2.96336
11.6365,52.3577,32.1167,10.778,4.55194
93.7619,41.1982,5.00727,30.5458,13.7582
40.305,65.6504,44.2409,22.634,3.70704
28.4693,20.3113,19.1398,11.932,4.78659
60.7033,63.2911,20.2741,21.4768,4.93662
46.601,13.382,7.17851,14.008,4.71129
98.5109,17.066,23.4667,20.5817,8.0984
83.866,16.9039,20.8936,12.7014,3.24665
61.6023,79.6848,21.9438,17.1421,19.0068
58.6091,12.6522,30.1256,10.4283,21.2686
40.6555,23.1528,31.1604,12.9869,0.765437
65.277,37.5064,18.4483,24.315,16.708
82.9086,49.7695,9.09135,7.91642,6.64405
75.1499,49.1427,33.0984,16.0252,15.0345
86.9149,13.1856,26.1864,27.7123,14.32
47.0682,33.4102,10.5259,11.0912,1.58761
69.2442,52.9179,18.7133,28.4973,6.31467
58.2895,18.2838,11.5089,14.3919,5.33192
17.0492,15.3763,22.7297,10.427,28.1105
74.3526,138.759,30.6835,26.9625,5.77701
87.9304,9.91431,7.41372,11.9447,0.278292
69.5168,31.0354,9.6349,21.448,22.5372
89.32,22.9646,7.97751,17.7667,4.32036
33.9094,5.54364,2.9205,6.64525,8.03529
21.0636,11.3137,27.3569,16.7973,0.445558
35.2642,15.7794,22.8437,18.5628,7.30189
80.7592,74.7318,16.7951,25.377,5.71605
77.8632,43.4519,8.00289,14.609,2.18977
51.8478,37.1806,31.8805,26.0059,4.07183
69.3675,15.6582,15.9666,21.69,15.6939
111.121,16.4559,2.90844,11.6827,5.26893
70.2785,41.3915,18.56,23.3213,8.49501
19.8229,51.0248,14.3461,9.42905,14.6569
41.2915,23.1994,16.5473,9.65947,2.87751
55.3861,93.7648,35.2917,28.2584,6.09857
32.3724,10.7161,14.8442,21.0844,14.114
39.7367,43.9046,11.6373,19.1927,1.73319
25.8144,20.3322,38.0577,14.3025,17.3915
92.3134,14.1633,4.56991,21.1112,4.51347
38.8097,38.3335,40.5084,20.0732,33.88
154.174,48.1522,4.11872,37.0821,29.16
68.1904,25.2171,8.20918,19.8377,8.19767
80.7346,51.8817,10.5238,38.2058,11.0167
64.7273,8.13779,14.604,10.4086,8.57896
135.269,32.8773,2.34465,25.0525,3.85713
46.3516,9.0794,8.19481,11.8655,22.8529
43.5546,115.597,27.2317,12.943,0.685702
64.5865,61.4739,17.0475,27.3582,19.0719
83.0328,28.7305,14.158,18.0901,19.2358
91.8335,12.1374,3.0384,18.3178,3.47321
6.60027,27.2479,48.0288,8.96562,7.74531
59.8897,41.9423,20.6331,23.4592,33.8061
76.0873,77.3302,14.7179,26.0229,4.95822
57.0906,20.6966,37.3339,19.2145,2.31921
45.0923,35.3127,7.49714,12.0402,2.97183
35.9805,13.7055,24.2219,11.0643,9.85922
83.4895,12.1808,3.09568,19.6931,19.6835
46.843,23.7536,11.5879,8.10697,9.10251
41.1639,80.1076,30.2545,16.7561,13.5651
63.9827,8.98621,9.06992,24.8672,6.74781
79.9117,33.0108,10.2955,19.872,28.7619
23.5366,50.9831,25.932,18.4843,0.531619
35.2387,66.0414,34.9528,11.8778,5.73825
75.7226,32.1587,27.6483,29.5255,20.9561
69.5089,5.71353,4.25192,22.4166,21.769
26.3245,45.1117,66.8349,11.598,11.0213
43.5237,12.6493,17.707,13.2758,4.51509
84.6916,10.5249,3.45959,26.6961,17.661
55.2309,12.1866,26.846,20.4658,9.51802
24.5841,18.9833,23.3687,9.34135,2.79208
31.4113,32.0399,32.4652,15.0767,7.62248
26.8466,34.5413,78.3588,20.3786,21.2651
12.6833,9.74591,12.0934,3.95344,1.14247
59.5239,33.6912,10.4149,18.9403,9.42336
38.656,45.5485,36.2354,27.2217,16.9411
31.2815,55.4279,18.0391,11.8177,8.95147
59.1406,46.9062,19.9287,20.7667,9.07768
119.38,49.9779,4.6921,34.4279,19.9078
27.0597,79.6288,16.9208,30.966,4.56382
88.3783,5.74195,5.50096,6.80847,14.2416
75.6429,23.4803,8.26527,19.8167,8.21414
46.4335,20.1413,26.2856,20.731,25.3347
101.271,19.2904,6.68949,22.0191,5.91717
84.3065,36.0921,26.446,20.3568,10.1542
13.8719,69.5092,39.5594,17.19,1.2049
81.721,44.926,19.7531,30.8643,13.076
42.733,16.2602,19.5201,11.8465,4.31215
32.9858,17.5137,44.6178,15.6723,5.72404
41.194,41.5522,68.3082,22.8738,3.43369
143.622,26.5949,2.704,38.7249,9.62411
25.8349,45.0489,48.9601,18.6133,3.45768
9.54879,109.914,62.3937,16.3309,14.6158
108.889,22.4253,6.52475,25.5991,21.1444
46.1103,32.418,29.9992,16.5959,7.70347
129.188,38.3701,2.43533,21.3607,21.9546
33.3828,10.5938,20.0182,14.7532,3.0579
87.1628,9.7319,6.0683,18.857,11.8036
96.1662,69.2945,8.44928,20.8467,18.669
32.3926,20.247,15.7654,21.1177,11.0025
5.55642,22.2203,137.015,3.94192,6.18743
157.301,46.701,2.57181,43.9808,7.98216
27.106,36.556,36.4876,16.1558,1.18079
133.326,27.8544,8.04471,31.6497,19.3749
59.5906,35.0642,16.0428,12.0984,8.10311
76.0799,26.9188,24.5535,21.7626,8.03978
89.1924,20.9311,8.74869,19.623,7.87207
14.4364,51.3862,40.1208,20.1304,1.08633
108.733,15.8366,6.93458,24.5417,4.77079
49.0715,62.891,14.7072,20.9993,3.9855
85.8716,9.71946,4.9102,19.0902,22.4728
94.826,38.4909,10.2331,25.3809,9.46175
55.6074,61.015,24.7931,26.1781,10.2664
69.2627,17.5738,11.6013,12.1733,8.02916
40.178,18.4184,26.6886,19.4852,11.3402
52.257,32.8956,19.6477,15.9922,3.17004
34.2614,29.1079,43.1525,16.4404,6.60246
123.404,20.9357,3.29602,40.3612,6.54458
54.8785,7.0723,30.7214,26.8153,30.2759
33.6225,59.9664,30.5676,22.5867,4.85299
27.7247,18.7947,33.7868,24.7985,15.233
38.9624,10.6451,2.40712,6.55741,10.2704
161.561,26.8489,5.21994,41.272,1.71568
65.6048,7.77564,14.0664,18.6148,6.52557
120.347,5.44514,16.1156,22.1318,5.03082
116.268,15.1098,5.02278,27.6149,11.712
64.4835,67.9057,8.6366,15.247,7.511
77.2669,38.1345,9.03061,20.4266,19.9596
15.916,20.7535,47.0961,14.95,1.86943
34.9475,6.30379,5.00471,10.3145,15.5857
77.1679,18.2356,22.6959,23.1172,1.72587
188.813,20.2252,0.951341,41.2074,32.8507
62.105,59.3783,24.8381,19.8865,4.75806
42.3881,25.4385,24.1691,14.1424,2.76801
149.972,27.8569,4.20559,22.4056,11.3527
25.4611,7.24591,10.0841,22.7119,1.02853
12.85,19.1966,54.7744,7.07942,8.19638
41.0335,39.5619,18.4763,10.5733,7.0324
94.7624,36.3595,27.1269,31.2365,17.4534
25.7614,56.12,32.2725,11.854,12.127
79.4109,17.4909,8.37135,9.6716,17.209
97.8945,13.8178,5.24747,22.1757,5.54266
85.936,99.7678,24.8126,28.4922,1.94597
28.6357,37.3944,47.7354,9.7482,4.60789
33.8016,9.3044,18.0573,9.03374,7.4589
81.471,6.41034,6.99086,22.1029,10.5851
79.3651,27.744,23.0876,12.6512,24.131
15.1883,14.0558,25.3749,14.4511,9.86571
26.7053,13.6914,17.7803,8.05119,14.9349
62.2953,79.7272,24.5485,23.5172,5.14158
67.4328,37.149,30.6734,20.5895,3.76088
61.1065,14.0748,5.44823,28.1302,4.27575
121.158,10.4701,12.1765,35.8464,20.9899
50.5406,60.7018,33.9789,18.3462,13.2836
54.3553,18.239,19.0595,14.1958,9.92951
63.8534,31.1503,44.3953,37.5274,9.93127
141.321,18.9623,1.2406,24.1071,2.4828
96.7362,55.6056,9.81473,36.8616,16.7946
28.4675,13.3562,37.4653,22.3339,17.551
48.9676,33.7337,25.2402,21.2475,1.72468
79.2666,16.8403,23.7551,23.4256,27.823
52.7184,36.1286,18.8101,10.2123,24.923
128.442,8.45884,7.95404,19.4392,22.2281
114.792,30.7181,3.81952,23.5764,20.3525
53.9327,52.302,24.1258,22.2573,7.31149
18.7132,7.94789,23.3457,11.0858,2.16952
93.2037,28.4966,18.9207,17.3883,11.7979
97.7922,69.7123,12.3548,26.2856,13.7637
25.3566,49.9958,30.0839,8.46872,0.763804
72.3344,27.8025,30.8343,20.1361,3.26999
85.2876,54.2854,19.3847,32.9459,22.7724
107.13,23.8593,16.4032,23.599,3.36681
121.911,50.0513,14.0724,34.8351,27.0134
54.9496,37.8475,7.50645,22.8658,2.22561
88.5198,11.1383,1.86811,17.72,10.6206
84.1252,6.71593,10.6206,14.0284,6.73944
28.468,38.4713,20.6673,14.63,2.68493
72.8159,19.6035,5.68601,22.8793,10.7319
21.2076,9.32395,39.3551,21.9267,4.95454
55.8404,30.7694,15.4142,20.1211,4.43358
84.1159,13.2768,10.5456,30.9102,2.76289
39.4542,101.393,51.2105,16.8016,14.4628
70.3966,93.4493,15.6868,23.4124,12.5284
47.0921,7.76902,33.4504,20.1678,6.37779
58.3473,19.2483,27.7545,16.6172,7.6924
50.3523,58.626,20.0289,18.3008,4.8589
82.0929,77.4124,8.98649,22.0033,10.8921
94.4793,50.3235,11.3133,21.0306,20.9758
86.097,107.594,30.7758,19.9477,3.69965
63.0434,29.903,8.54777,21.383,3.6506
56.4539,22.2587,2.95584,12.9406,16.3705
24.8702,34.8009,6.42451,16.3848,2.07514
42.6965,65.1221,23.2671,22.8343,6.64964
1.99874,27.6306,136.75,9.57336,4.6997
54.1423,49.6274,9.15897,11.0932,6.34454
50.9139,16.0561,16.3507,21.4176,0.783266
99.4392,37.5712,5.73445,26.5026,19.5599
55.1345,25.8538,21.7271,14.8493,15.4379
55.8829,42.5808,13.4158,13.6555,3.08995
80.4907,29.7637,11.5239,23.5785,12.9485
99.1575,60.3455,4.64689,29.4817,0.279984
50.1992,18.2069,14.6664,11.465,3.88849
52.9323,11.9644,52.0168,17.6942,10.6995
38.9356,44.2687,35.9523,27.4274,5.60981
64.3331,14.904,19.0635,20.8558,5.80822
55.0755,14.7096,21.3852,26.566,5.07137
55.869,160.114,39.7021,20.5749,13.4594
56.1132,13.4946,22.6297,14.4827,14.8856
144.779,36.62,1.43819,30.0524,36.108
88.6595,78.0441,5.84335,24.9712,9.5537
116.571,22.2128,7.06904,25.1598,1.49034
82.1265,39.3143,12.8533,27.427,7.93016
22.6253,14.2922,39.4789,17.4634,1.00038
18.7675,23.5967,28.7125,16.7957,0.449931
22.0159,25.9636,35.688,22.6051,11.0975
114.114,16.2732,3.32444,14.8812,3.564
73.6509,56.0835,26.8771,19.88,12.5288
153.655,67.8966,7.05957,42.7995,7.02377
62.3258,48.88,14.5629,28.7433,4.30975
31.2248,36.5002,61.0987,11.8447,3.02234
33.9823,139.049,58.5899,22.1784,5.30481
14.595,71.3269,34.6533,30.6157,3.3919
100.297,11.2196,3.97266,20.3841,9.79447
11.5487,6.86187,63.3502,13.7776,2.57856
51.8729,7.09347,8.92724,9.20437,2.33206
56.1177,14.6464,5.12117,15.3467,1.95099
55.393,26.5253,17.4561,24.3385,10.1061
62.5644,26.9101,26.3983,17.1579,3.77024
75.405,19.4872,6.25844,16.4369,10.8489
50.299,37.0975,34.44,23.2077,14.1494
75.5534,32.7409,11.2511,20.8243,7.62327
129.899,38.7179,4.43513,29.7027,14.7819
79.4055,12.387,2.7556,12.3648,0.902264
25.7005,10.7313,25.3658,15.9993,2.49705
77.0448,7.90974,7.95343,22.0167,1.29949
101.837,127.52,19.4403,34.0933,26.1518
8.7257,46.97,26.3303,9.45802,3.40948
36.9228,38.6523,30.5361,10.9894,19.8697
71.9041,25.1436,9.07608,23.1043,4.40077
43.3074,116.056,18.5106,21.7574,8.08745
90.5007,36.8428,10.4278,15.3481,6.27763
104.381,42.7518,13.6532,27.938,9.84115
52.3208,14.2924,23.3181,6.72891,12.8831
43.8716,47.6975,19.7321,13.0096,4.23529
71.1365,26.5682,19.6771,22.0913,7.30529
115.696,27.3282,12.1781,25.7278,2.45622
51.7053,63.7127,35.691,22.2518,2.5634
100.341,23.7602,5.98494,33.0604,2.36944
145.168,38.4198,2.07567,35.9906,11.2521
117.987,28.4549,3.56958,26.4517,32.128
37.0027,39.5478,24.3701,15.4075,5.10867
25.2506,123.259,28.0137,23.9835,12.0901
42.5323,15.7083,19.9071,14.6653,2.3527
105.258,10.526,8.73791,30.8547,7.56545
68.0327,29.5877,18.7649,41.8377,19.9554
25.4265,103.027,72.6078,20.5875,3.13104
95.2228,80.4975,11.7429,26.2384,2.01855
81.2613,69.6656,11.0434,26.0778,12.6315
13.7859,6.69106,17.6295,5.23566,0.201003
36.0371,57.0973,38.849,21.036,3.67869
63.079,29.6457,22.162,29.3576,1.88928
62.674,48.7843,20.7815,23.43,9.52352
86.9294,9.67492,9.97678,10.5452,8.00776
47.5892,47.0211,20.6466,21.6004,8.55737
46.5211,11.7049,20.4456,22.9311,6.06428
36.7564,28.4248,23.898,20.5985,11.234
38.8607,22.571,22.3902,21.9157,17.8477
72.1633,76.6223,14.7013,21.6971,9.22706
27.2253,54.4443,30.3848,21.4298,5.45648
23.5418,93.3035,19.5159,17.2378,2.48818
110.74,15.6447,6.14852,14.5573,5.99477
53.3464,11.7923,36.5338,13.1709,2.64379
28.3259,17.0594,23.75,13.3776,2.41435
37.4921,36.8835,35.4012,23.3225,0.734984
103.212,14.3791,1.48864,13.7364,4.40081
127.49,16.8374,1.65336,15.0564,3.93446
62.9916,53.5725,23.0761,27.138,18.6284
88.8966,26.7835,3.47954,23.966,22.3703
134.406,29.3051,13.6822,26.0884,0.702709
61.8968,31.3125,20.3804,17.1495,3.93242
22.9172,20.872,60.3293,20.1718,4.75854
24.3459,24.1142,40.8058,9.56088,5.06353
45.0411,29.1585,18.2088,16.7355,2.25052
20.0304,18.0792,21.5215,17.5016,7.48458
79.6285,62.0714,7.29843,29.2366,19.5728
110.228,23.4853,4.01386,22.3012,11.8506
145.977,13.4312,1.13768,34.3335,41.8031
35.4846,33.0844,25.831,18.397,0.314908
75.1893,11.5186,4.03431,11.8951,1.42767
30.9934,23.2923,23.9211,23.6565,3.1812
23.9316,35.4073,31.2131,16.9236,0.646092
44.043,44.0419,10.8999,21.5989,7.14245
38.2163,7.80191,6.87251,7.22183,14.7397
55.6666,13.4849,18.6087,18.336,10.1467
65.8402,16.8308,7.65361,14.6268,4.93867
16.063,21.6823,28.6676,10.6546,11.5137
89.242,58.8348,10.0255,22.1698,2.59702
58.0008,27.6834,17.4537,27.3671,13.0856
95.2919,17.3046,9.37703,30.0961,20.331
56.5073,59.4539,4.13086,24.347,9.7803
69.6046,61.5534,3.83176,22.0529,3.99578
31.4814,11.7135,14.2882,14.3557,2.74214
174.111,29.8066,2.33201,44.2331,6.85282
53.8657,143.085,6.9606,28.0897,11.8941
70.7007,24.7245,1.43941,15.2171,27.844
75.7734,12.0885,19.9695,9.91425,9.99433
76.6662,43.238,5.73338,32.657,15.1854
67.0401,10.6671,5.33781,19.7724,10.994
33.9602,5,21.5448,22.9903,1.43949
53.3475,49.8383,20.8848,20.6759,2.41339
38.3301,19.3945,7.59626,20.6726,2.43855
91.9711,58.4184,11.7948,27.781,6.96316
32.4958,11.1177,29.2149,13.0685,8.12899
17.2913,68.3244,28.377,14.2297,1.94648
63.681,15.1875,30.2472,19.4019,2.01609
88.5104,23.8867,5.89335,21.4711,24.4136
63.1185,45.9149,30.74,27.1212,2.07397
121.477,25.2321,16.1449,40.8756,14.2522
9.69512,28.8066,34.43,6.46713,3.52423
51.1461,40.7555,18.1654,25.8403,3.82093
13.0495,108.225,82.7677,19.0532,1.65863
16.6245,11.5503,51.0811,5.71734,3.13259
59.5886,19.9855,22.1255,23.9631,7.11936
24.1587,9.57699,21.1403,11.9967,1.02822
97.446,50.8292,20.4878,16.0944,21.608
45.53,55.9895,38.3628,18.4066,5.74799
67.4185,12.1135,0.924858,15.5904,5.71812
79.1005,25.3577,13.4607,9.46644,4.36378
59.8181,50.046,10.7038,23.413,3.71045
88.0812,48.7108,6.60823,16.1877,5.29176
52.8096,31.4568,7.61382,25.4122,12.0672
104.436,63.1627,9.7228,21.8651,19.5641
58.7675,36.3442,5.41144,19.451,2.37956
133.731,35.2502,3.83763,20.3367,34.5451
61.9253,23.5098,17.8475,23.5106,10.9943
29.367,98.3868,108.806,23.4903,8.81356
105.652,72.8254,10.7775,28.4994,17.0012
24.3171,44.4853,27.7913,13.3971,4.03759
65.9041,20.4754,11.4019,24.1781,5.81555
62.0738,64.2522,10.6833,28.6389,17.7271
71.3017,22.2294,12.0051,13.6049,1.62399
90.9081,5.19506,0.610493,19.8231,28.7334
